s,C,g/g,g/g,g/g,g/g,g/g,1/s,1/s,1/s,1/s,1/s,W/g,W/g
Time,Temp,Total Mass,vegetation Mass,MOISTURE Mass,CHAR Mass,ASH Mass,Total MLR,vegetation MLR,MOISTURE MLR,CHAR MLR,ASH MLR,MCC,DSC
 2.2440000E+003, 2.1199811E+002, 3.3770981E-001, 3.3633479E-001, 4.0233931E-019, 1.3750282E-003, 9.0370107E-024, 7.6433162E-006, 1.2490804E-005, 0.0000000E+000,-4.8474881E-006,-2.4582841E-025, 0.0000000E+000, 6.1883103E-002
 2.2560000E+003, 2.1299811E+002, 3.3761632E-001, 3.3618200E-001, 4.0233931E-019, 1.4343206E-003, 1.2517568E-023, 7.9397314E-006, 1.2975210E-005, 0.0000000E+000,-5.0354784E-006,-3.3911619E-025, 0.0000000E+000, 6.2229365E-002
 2.2680000E+003, 2.1399809E+002, 3.3751920E-001, 3.3602330E-001, 4.0233931E-019, 1.4959070E-003, 1.7315590E-023, 8.2461920E-006, 1.3476031E-005, 0.0000000E+000,-5.2298396E-006,-4.6718655E-025, 0.0000000E+000, 6.2583141E-002
 2.2800000E+003, 2.1499809E+002, 3.3741838E-001, 3.3585849E-001, 4.0233931E-019, 1.5598648E-003, 2.3921044E-023, 8.5629781E-006, 1.3993727E-005, 0.0000000E+000,-5.4307493E-006,-6.4277782E-025, 0.0000000E+000, 6.2944628E-002
 2.2920000E+003, 2.1599808E+002, 3.3731365E-001, 3.3568737E-001, 4.0233931E-019, 1.6262740E-003, 3.3002879E-023, 8.8903762E-006, 1.4528766E-005, 0.0000000E+000,-5.6383892E-006,-8.8320897E-025, 0.0000000E+000, 6.3313887E-002
 2.3040000E+003, 2.1699808E+002, 3.3720496E-001, 3.3550975E-001, 4.0233931E-019, 1.6952161E-003, 4.5473227E-023, 9.2286773E-006, 1.5081622E-005, 0.0000000E+000,-5.8529445E-006,-1.2119967E-024, 0.0000000E+000, 6.3691117E-002
 2.3160000E+003, 2.1799806E+002, 3.3709213E-001, 3.3532533E-001, 3.9851298E-019, 1.7667752E-003, 6.2574189E-023, 9.5781797E-006, 1.5652782E-005, 0.0000000E+000,-6.0746029E-006,-1.6610322E-024, 0.0000000E+000, 6.4076550E-002
 2.3280000E+003, 2.1899806E+002, 3.3697504E-001, 3.3513400E-001, 3.9851298E-019, 1.8410379E-003, 8.5995059E-023, 9.9391846E-006, 1.6242740E-005, 0.0000000E+000,-6.3035568E-006,-2.2735086E-024, 0.0000000E+000, 6.4470619E-002
 2.3400000E+003, 2.1999805E+002, 3.3685353E-001, 3.3493543E-001, 3.9851298E-019, 1.9180928E-003, 1.1803039E-022, 1.0311999E-005, 1.6852000E-005, 0.0000000E+000,-6.5400004E-006,-3.1078511E-024, 0.0000000E+000, 6.4873092E-002
 2.3520000E+003, 2.2099803E+002, 3.3672747E-001, 3.3472946E-001, 3.9851298E-019, 1.9980310E-003, 1.6179289E-022, 1.0696936E-005, 1.7481070E-005, 0.0000000E+000,-6.7841329E-006,-4.2429905E-024, 0.0000000E+000, 6.5284513E-002
 2.3640000E+003, 2.2199803E+002, 3.3659676E-001, 3.3451581E-001, 3.9851298E-019, 2.0809460E-003, 2.2149985E-022, 1.1094315E-005, 1.8130469E-005, 0.0000000E+000,-7.0361552E-006,-5.7854266E-024, 0.0000000E+000, 6.5704688E-002
 2.3760000E+003, 2.2299802E+002, 3.3646116E-001, 3.3429423E-001, 3.9851298E-019, 2.1669338E-003, 3.0285799E-022, 1.1504457E-005, 1.8800729E-005, 0.0000000E+000,-7.2962721E-006,-7.8786757E-024, 0.0000000E+000, 6.6134065E-002
 2.3880000E+003, 2.2399800E+002, 3.3632058E-001, 3.3406448E-001, 3.9851298E-019, 2.2560924E-003, 4.1357983E-022, 1.1927689E-005, 1.9492381E-005, 0.0000000E+000,-7.5646922E-006,-1.0715901E-023, 0.0000000E+000, 6.6572919E-002
 2.4000000E+003, 2.2499800E+002, 3.3617485E-001, 3.3382633E-001, 3.9851298E-019, 2.3485231E-003, 5.6407579E-022, 1.2364347E-005, 2.0205973E-005, 0.0000000E+000,-7.8416260E-006,-1.4556764E-023, 0.0000000E+000, 6.7021042E-002
 2.4120000E+003, 2.2599799E+002, 3.3602378E-001, 3.3357945E-001, 3.9851298E-019, 2.4443292E-003, 7.6838066E-022, 1.2814766E-005, 2.0942052E-005, 0.0000000E+000,-8.1272874E-006,-1.9749888E-023, 0.0000000E+000, 6.7479059E-002
 2.4240000E+003, 2.2699797E+002, 3.3586723E-001, 3.3332360E-001, 3.9851298E-019, 2.5436168E-003, 1.0453922E-021, 1.3279289E-005, 2.1701182E-005, 0.0000000E+000,-8.4218937E-006,-2.6762775E-023, 0.0000000E+000, 6.7947134E-002
 2.4360000E+003, 2.2799796E+002, 3.3570501E-001, 3.3305851E-001, 3.9851298E-019, 2.6464942E-003, 1.4205254E-021, 1.3758263E-005, 2.2483928E-005, 0.0000000E+000,-8.7256649E-006,-3.6221574E-023, 0.0000000E+000, 6.8424925E-002
 2.4480000E+003, 2.2899794E+002, 3.3553696E-001, 3.3278388E-001, 3.9851298E-019, 2.7530733E-003, 1.9279179E-021, 1.4252038E-005, 2.3290861E-005, 0.0000000E+000,-9.0388230E-006,-4.8963905E-023, 0.0000000E+000, 6.8913154E-002
 2.4600000E+003, 2.2999794E+002, 3.3536291E-001, 3.3249944E-001, 3.9851298E-019, 2.8634677E-003, 2.6133699E-021, 1.4760971E-005, 2.4122566E-005, 0.0000000E+000,-9.3615945E-006,-6.6108948E-023, 0.0000000E+000, 6.9411911E-002
 2.4720000E+003, 2.3099792E+002, 3.3518264E-001, 3.3220485E-001, 3.9851298E-019, 2.9777943E-003, 3.5382530E-021, 1.5285419E-005, 2.4979627E-005, 0.0000000E+000,-9.6942067E-006,-8.9150288E-023, 0.0000000E+000, 6.9921315E-002
 2.4840000E+003, 2.3199791E+002, 3.3499599E-001, 3.3189982E-001, 3.9851298E-019, 3.0961724E-003, 4.7847083E-021, 1.5825748E-005, 2.5862639E-005, 0.0000000E+000,-1.0036891E-005,-1.2007883E-022, 0.0000000E+000, 7.0441663E-002
 2.4960000E+003, 2.3299789E+002, 3.3480275E-001, 3.3158404E-001, 3.9851298E-019, 3.2187242E-003, 6.4625428E-021, 1.6382324E-005, 2.6772201E-005, 0.0000000E+000,-1.0389877E-005,-1.6154523E-022, 0.0000000E+000, 7.0972659E-002
 2.5080000E+003, 2.3399788E+002, 3.3460274E-001, 3.3125716E-001, 3.9851298E-019, 3.3455752E-003, 8.7183770E-021, 1.6955515E-005, 2.7708918E-005, 0.0000000E+000,-1.0753403E-005,-2.1707438E-022, 0.0000000E+000, 7.1515352E-002
 2.5200000E+003, 2.3499786E+002, 3.3439574E-001, 3.3091888E-001, 3.9851298E-019, 3.4768528E-003, 1.1747754E-020, 1.7545697E-005, 2.8673401E-005, 0.0000000E+000,-1.1127703E-005,-2.9134832E-022, 0.0000000E+000, 7.2069265E-002
 2.5320000E+003, 2.3599785E+002, 3.3418155E-001, 3.3056888E-001, 3.9851298E-019, 3.6126878E-003, 1.5811163E-020, 1.8153245E-005, 2.9666262E-005, 0.0000000E+000,-1.1513018E-005,-3.9057884E-022, 0.0000000E+000, 7.2634794E-002
 2.5440000E+003, 2.3699783E+002, 3.3396000E-001, 3.3020678E-001, 3.9851298E-019, 3.7532141E-003, 2.1255206E-020, 1.8778535E-005, 3.0688123E-005, 0.0000000E+000,-1.1909586E-005,-5.2299772E-022, 0.0000000E+000, 7.3212042E-002
 2.5560000E+003, 2.3799782E+002, 3.3373079E-001, 3.2983223E-001, 3.9851298E-019, 3.8985680E-003, 2.8540526E-020, 1.9421952E-005, 3.1739601E-005, 0.0000000E+000,-1.2317649E-005,-6.9950122E-022, 0.0000000E+000, 7.3801413E-002
 2.5680000E+003, 2.3899780E+002, 3.3349377E-001, 3.2944489E-001, 3.9851298E-019, 4.0488886E-003, 3.8278646E-020, 2.0083877E-005, 3.2821325E-005, 0.0000000E+000,-1.2737450E-005,-9.3449579E-022, 0.0000000E+000, 7.4402764E-002
 2.5800000E+003, 2.3999779E+002, 3.3324870E-001, 3.2904437E-001, 3.9851298E-019, 4.2043189E-003, 5.1280426E-020, 2.0764694E-005, 3.3933924E-005, 0.0000000E+000,-1.3169231E-005,-1.2470073E-021, 0.0000000E+000, 7.5016633E-002
 2.5920000E+003, 2.4099777E+002, 3.3299536E-001, 3.2863033E-001, 3.9851298E-019, 4.3650037E-003, 6.8619866E-020, 2.1464786E-005, 3.5078025E-005, 0.0000000E+000,-1.3613239E-005,-1.6621340E-021, 0.0000000E+000, 7.5642720E-002
 2.6040000E+003, 2.4199776E+002, 3.3273345E-001, 3.2820237E-001, 3.9851298E-019, 4.5310911E-003, 9.1717832E-020, 2.2184542E-005, 3.6254260E-005, 0.0000000E+000,-1.4069718E-005,-2.2129468E-021, 0.0000000E+000, 7.6281399E-002
 2.6160000E+003, 2.4299774E+002, 3.3246282E-001, 3.2776010E-001, 3.9851298E-019, 4.7027324E-003, 1.2245203E-019, 2.2924347E-005, 3.7463258E-005, 0.0000000E+000,-1.4538911E-005,-2.9429737E-021, 0.0000000E+000, 7.6932900E-002
 2.6280000E+003, 2.4399771E+002, 3.3218318E-001, 3.2730311E-001, 3.9851298E-019, 4.8800814E-003, 1.6330108E-019, 2.3684586E-005, 3.8705650E-005, 0.0000000E+000,-1.5021064E-005,-3.9094410E-021, 0.0000000E+000, 7.7597685E-002
 2.6400000E+003, 2.4499770E+002, 3.3189431E-001, 3.2683101E-001, 3.9851298E-019, 5.0632954E-003, 2.1753312E-019, 2.4465644E-005, 3.9982067E-005, 0.0000000E+000,-1.5516422E-005,-5.1875025E-021, 0.0000000E+000, 7.8275204E-002
 2.6520000E+003, 2.4599768E+002, 3.3159593E-001, 3.2634339E-001, 3.9851298E-019, 5.2525345E-003, 2.8945265E-019, 2.5267906E-005, 4.1293133E-005, 0.0000000E+000,-1.6025226E-005,-6.8757450E-021, 0.0000000E+000, 7.8966051E-002
 2.6640000E+003, 2.4699767E+002, 3.3128777E-001, 3.2583982E-001, 3.9851298E-019, 5.4479609E-003, 3.8472276E-019, 2.6091753E-005, 4.2639473E-005, 0.0000000E+000,-1.6547719E-005,-9.1033537E-021, 0.0000000E+000, 7.9670385E-002
 2.6760000E+003, 2.4799763E+002, 3.3096963E-001, 3.2531989E-001, 3.9851298E-019, 5.6497408E-003, 5.1078589E-019, 2.6937563E-005, 4.4021708E-005, 0.0000000E+000,-1.7084145E-005,-1.2039422E-020, 0.0000000E+000, 8.0388010E-002
 2.6880000E+003, 2.4899762E+002, 3.3064118E-001, 3.2478315E-001, 3.9851298E-019, 5.8580423E-003, 6.7741212E-019, 2.7805714E-005, 4.5440451E-005, 0.0000000E+000,-1.7634737E-005,-1.5905039E-020, 0.0000000E+000, 8.1119440E-002
 2.7000000E+003, 2.4999760E+002, 3.3030218E-001, 3.2422915E-001, 3.9851298E-019, 6.0730376E-003, 8.9741321E-019, 2.8696577E-005, 4.6896308E-005, 0.0000000E+000,-1.8199733E-005,-2.0988966E-020, 0.0000000E+000, 8.1864432E-002
 2.7120000E+003, 2.5099757E+002, 3.2995236E-001, 3.2365745E-001, 3.9851298E-019, 6.2949001E-003, 1.1875712E-018, 2.9610519E-005, 4.8389884E-005, 0.0000000E+000,-1.8779367E-005,-2.7667941E-020, 0.0000000E+000, 8.2623363E-002
 2.7240000E+003, 2.5199756E+002, 3.2959142E-001, 3.2306764E-001, 3.9851298E-019, 6.5238075E-003, 1.5698455E-018, 3.0547904E-005, 4.9921771E-005, 0.0000000E+000,-1.9373867E-005,-3.6432954E-020, 0.0000000E+000, 8.3395995E-002
 2.7360000E+003, 2.5299753E+002, 3.2921910E-001, 3.2245916E-001, 3.9851298E-019, 6.7599397E-003, 2.0729388E-018, 3.1509087E-005, 5.1492549E-005, 0.0000000E+000,-1.9983463E-005,-4.7923210E-020, 0.0000000E+000, 8.4182821E-002
 2.7480000E+003, 2.5399751E+002, 3.2883510E-001, 3.2183161E-001, 3.9851298E-019, 7.0034782E-003, 2.7343284E-018, 3.2494419E-005, 5.3102791E-005, 0.0000000E+000,-2.0608373E-005,-6.2969984E-020, 0.0000000E+000, 8.4983692E-002
 2.7600000E+003, 2.5499748E+002, 3.2843915E-001, 3.2118452E-001, 3.9851298E-019, 7.2546089E-003, 3.6028952E-018, 3.3504239E-005, 5.4753054E-005, 0.0000000E+000,-2.1248814E-005,-8.2653192E-020, 0.0000000E+000, 8.5798703E-002
 2.7720000E+003, 2.5599747E+002, 3.2803088E-001, 3.2051736E-001, 3.9851298E-019, 7.5135194E-003, 4.7423282E-018, 3.4538883E-005, 5.6443881E-005, 0.0000000E+000,-2.1904998E-005,-1.0837426E-019, 0.0000000E+000, 8.6628005E-002
 2.7840000E+003, 2.5699744E+002, 3.2761008E-001, 3.1982970E-001, 3.9851298E-019, 7.7803992E-003, 6.2355215E-018, 3.5598674E-005, 5.8175803E-005, 0.0000000E+000,-2.2577131E-005,-1.4194994E-019, 0.0000000E+000, 8.7471493E-002
 2.7960000E+003, 2.5799741E+002, 3.2717642E-001, 3.1912097E-001, 3.9851298E-019, 8.0554420E-003, 8.1902519E-018, 3.6683923E-005, 5.9949332E-005, 0.0000000E+000,-2.3265409E-005,-1.8573296E-019, 0.0000000E+000, 8.8329025E-002
 2.8080000E+003, 2.5899738E+002, 3.2672957E-001, 3.1839073E-001, 3.9851298E-019, 8.3388416E-003, 1.0746502E-017, 3.7794929E-005, 6.1764957E-005, 0.0000000E+000,-2.3970024E-005,-2.4276691E-019, 0.0000000E+000, 8.9200951E-002
 2.8200000E+003, 2.5999734E+002, 3.2626921E-001, 3.1763843E-001, 3.9851298E-019, 8.6307954E-003, 1.4085898E-017, 3.8931987E-005, 6.3623149E-005, 0.0000000E+000,-2.4691160E-005,-3.1698505E-019, 0.0000000E+000, 9.0087295E-002
 2.8320000E+003, 2.6099734E+002, 3.2579508E-001, 3.1686357E-001, 3.9851298E-019, 8.9315036E-003, 1.8443850E-017, 4.0095369E-005, 6.5524357E-005, 0.0000000E+000,-2.5428990E-005,-4.1346504E-019, 0.0000000E+000, 9.0987466E-002
 2.8440000E+003, 2.6199731E+002, 3.2530680E-001, 3.1606564E-001, 3.9851298E-019, 9.2411665E-003, 2.4125159E-017, 4.1285330E-005, 6.7469009E-005, 0.0000000E+000,-2.6183679E-005,-5.3875530E-019, 0.0000000E+000, 9.1902047E-002
 2.8560000E+003, 2.6299728E+002, 3.2480410E-001, 3.1524411E-001, 3.9851298E-019, 9.5599871E-003, 3.1524081E-017, 4.2502117E-005, 6.9457499E-005, 0.0000000E+000,-2.6955380E-005,-7.0129215E-019, 0.0000000E+000, 9.2830777E-002
 2.8680000E+003, 2.6399725E+002, 3.2428664E-001, 3.1439847E-001, 3.9851298E-019, 9.8881712E-003, 4.1150042E-017, 4.3745953E-005, 7.1490191E-005, 0.0000000E+000,-2.7744238E-005,-9.1193312E-019, 0.0000000E+000, 9.3773499E-002
 2.8800000E+003, 2.6499722E+002, 3.2375407E-001, 3.1352815E-001, 3.9851298E-019, 1.0225927E-002, 5.3660619E-017, 4.5017052E-005, 7.3567433E-005, 0.0000000E+000,-2.8550385E-005,-1.1846375E-018, 0.0000000E+000, 9.4730116E-002
 2.8920000E+003, 2.6599719E+002, 3.2320610E-001, 3.1263265E-001, 3.9851298E-019, 1.0573459E-002, 6.9903763E-017, 4.6315592E-005, 7.5689524E-005, 0.0000000E+000,-2.9373936E-005,-1.5373344E-018, 0.0000000E+000, 9.5700547E-002
 2.9040000E+003, 2.6699716E+002, 3.2264239E-001, 3.1171140E-001, 3.9851298E-019, 1.0930979E-002, 9.0971808E-017, 4.7641744E-005, 7.7856741E-005, 0.0000000E+000,-3.0214998E-005,-1.9930278E-018, 0.0000000E+000, 9.6684739E-002
 2.9160000E+003, 2.6799713E+002, 3.2206258E-001, 3.1076390E-001, 3.9851298E-019, 1.1298697E-002, 1.1827048E-016, 4.8995647E-005, 8.0069309E-005, 0.0000000E+000,-3.1073661E-005,-2.5812039E-018, 0.0000000E+000, 9.7682476E-002
 2.9280000E+003, 2.6899710E+002, 3.2146636E-001, 3.0978954E-001, 3.9851298E-019, 1.1676827E-002, 1.5360700E-016, 5.0377421E-005, 8.2327424E-005, 0.0000000E+000,-3.1950000E-005,-3.3396199E-018, 0.0000000E+000, 9.8693475E-002
 2.9400000E+003, 2.6999707E+002, 3.2085341E-001, 3.0878782E-001, 3.9851298E-019, 1.2065577E-002, 1.9930241E-016, 5.1787159E-005, 8.4631232E-005, 0.0000000E+000,-3.2844073E-005,-4.3165746E-018, 0.0000000E+000, 9.9717565E-002
 2.9520000E+003, 2.7099701E+002, 3.2022336E-001, 3.0775818E-001, 3.9851298E-019, 1.2465164E-002, 2.5833475E-016, 5.3224921E-005, 8.6980843E-005, 0.0000000E+000,-3.3755921E-005,-5.5737911E-018, 0.0000000E+000, 1.0075440E-001
 2.9640000E+003, 2.7199698E+002, 3.1957588E-001, 3.0670008E-001, 3.9851298E-019, 1.2875800E-002, 3.3452113E-016, 5.4690743E-005, 8.9376306E-005, 0.0000000E+000,-3.4685563E-005,-7.1900690E-018, 0.0000000E+000, 1.0180402E-001
 2.9760000E+003, 2.7299695E+002, 3.1891063E-001, 3.0561295E-001, 3.9851298E-019, 1.3297698E-002, 4.3274945E-016, 5.6184632E-005, 9.1817637E-005, 0.0000000E+000,-3.5633006E-005,-9.2659076E-018, 0.0000000E+000, 1.0286616E-001
 2.9880000E+003, 2.7399692E+002, 3.1822732E-001, 3.0449623E-001, 3.9851298E-019, 1.3731073E-002, 5.5927240E-016, 5.7706555E-005, 9.4304785E-005, 0.0000000E+000,-3.6598231E-005,-1.1929359E-017, 0.0000000E+000, 1.0394015E-001
 3.0000000E+003, 2.7499689E+002, 3.1752557E-001, 3.0334944E-001, 3.9851298E-019, 1.4176136E-002, 7.2208098E-016, 5.9256454E-005, 9.6837648E-005, 0.0000000E+000,-3.7581194E-005,-1.5343416E-017, 0.0000000E+000, 1.0502547E-001
 3.0120000E+003, 2.7599686E+002, 3.1680503E-001, 3.0217195E-001, 3.9851298E-019, 1.4633101E-002, 9.3137742E-016, 6.0834223E-005, 9.9416058E-005, 0.0000000E+000,-3.8581835E-005,-1.9715347E-017, 0.0000000E+000, 1.0612272E-001
 3.0240000E+003, 2.7699680E+002, 3.1606540E-001, 3.0096322E-001, 3.9851298E-019, 1.5102181E-002, 1.2001744E-015, 6.2439729E-005, 1.0203980E-004, 0.0000000E+000,-3.9600069E-005,-2.5308463E-017, 0.0000000E+000, 1.0723037E-001
 3.0360000E+003, 2.7799677E+002, 3.1530637E-001, 2.9972276E-001, 3.9851298E-019, 1.5583584E-002, 1.5450537E-015, 6.4072796E-005, 1.0470857E-004, 0.0000000E+000,-4.0635776E-005,-3.2456939E-017, 0.0000000E+000, 1.0834876E-001
 3.0480000E+003, 2.7899673E+002, 3.1452754E-001, 2.9845002E-001, 3.9851298E-019, 1.6077518E-002, 1.9871236E-015, 6.5733198E-005, 1.0742203E-004, 0.0000000E+000,-4.1688829E-005,-4.1584487E-017, 0.0000000E+000, 1.0947698E-001
 3.0600000E+003, 2.7999667E+002, 3.1372863E-001, 2.9714444E-001, 3.9851298E-019, 1.6584195E-002, 2.5532294E-015, 6.7420682E-005, 1.1017973E-004, 0.0000000E+000,-4.2759049E-005,-5.3227808E-017, 0.0000000E+000, 1.1061457E-001
 3.0720000E+003, 2.8099664E+002, 3.1290931E-001, 2.9580551E-001, 3.9851298E-019, 1.7103815E-002, 3.2774794E-015, 6.9134927E-005, 1.1298118E-004, 0.0000000E+000,-4.3846248E-005,-6.8066079E-017, 0.0000000E+000, 1.1176101E-001
 3.0840000E+003, 2.8199661E+002, 3.1206927E-001, 2.9443270E-001, 3.9851298E-019, 1.7636582E-002, 4.2031685E-015, 7.0875591E-005, 1.1582579E-004, 0.0000000E+000,-4.4950200E-005,-8.6957931E-017, 0.0000000E+000, 1.1291599E-001
 3.0960000E+003, 2.8299655E+002, 3.1120819E-001, 2.9302549E-001, 3.9851298E-019, 1.8182697E-002, 5.3851987E-015, 7.2642266E-005, 1.1871291E-004, 0.0000000E+000,-4.6070643E-005,-1.1098783E-016, 0.0000000E+000, 1.1407860E-001
 3.1080000E+003, 2.8399652E+002, 3.1032574E-001, 2.9158339E-001, 3.9851298E-019, 1.8742355E-002, 6.8931274E-015, 7.4434487E-005, 1.2164178E-004, 0.0000000E+000,-4.7207293E-005,-1.4152417E-016, 0.0000000E+000, 1.1524805E-001
 3.1200000E+003, 2.8499646E+002, 3.0942163E-001, 2.9010588E-001, 3.9851298E-019, 1.9315748E-002, 8.8149914E-015, 7.6251745E-005, 1.2461157E-004, 0.0000000E+000,-4.8359823E-005,-1.8029193E-016, 0.0000000E+000, 1.1642413E-001
 3.1320000E+003, 2.8599643E+002, 3.0849558E-001, 2.8859252E-001, 3.9851298E-019, 1.9903064E-002, 1.1262114E-014, 7.8093479E-005, 1.2762134E-004, 0.0000000E+000,-4.9527873E-005,-2.2946353E-016, 0.0000000E+000, 1.1760565E-001
 3.1440000E+003, 2.8699637E+002, 3.0754727E-001, 2.8704280E-001, 3.9851298E-019, 2.0504488E-002, 1.4375128E-014, 7.9959056E-005, 1.3067010E-004, 0.0000000E+000,-5.0711049E-005,-2.9177228E-016, 0.0000000E+000, 1.1879209E-001
 3.1560000E+003, 2.8799634E+002, 3.0657646E-001, 2.8545624E-001, 3.9851298E-019, 2.1120200E-002, 1.8331529E-014, 8.1847800E-005, 1.3375672E-004, 0.0000000E+000,-5.1908915E-005,-3.7065394E-016, 0.0000000E+000, 1.1998241E-001
 3.1680000E+003, 2.8899628E+002, 3.0558282E-001, 2.8383246E-001, 3.9851298E-019, 2.1750372E-002, 2.3355121E-014, 8.3758969E-005, 1.3687997E-004, 0.0000000E+000,-5.3120999E-005,-4.7042320E-016, 0.0000000E+000, 1.2117599E-001
 3.1800000E+003, 2.8999625E+002, 3.0456612E-001, 2.8217095E-001, 3.9851298E-019, 2.2395171E-002, 2.9727834E-014, 8.5691747E-005, 1.4003854E-004, 0.0000000E+000,-5.4346790E-005,-5.9649325E-016, 0.0000000E+000, 1.2237118E-001
 3.1920000E+003, 2.9099619E+002, 3.0352610E-001, 2.8047135E-001, 3.9851298E-019, 2.3054758E-002, 3.7804500E-014, 8.7645254E-005, 1.4323098E-004, 0.0000000E+000,-5.5585733E-005,-7.5564916E-016, 0.0000000E+000, 1.2356822E-001
 3.2040000E+003, 2.9199612E+002, 3.0246255E-001, 2.7873325E-001, 3.9851298E-019, 2.3729291E-002, 4.8031261E-014, 8.9618559E-005, 1.4645579E-004, 0.0000000E+000,-5.6837227E-005,-9.5638744E-016, 0.0000000E+000, 1.2476536E-001
 3.2160000E+003, 2.9299609E+002, 3.0137518E-001, 2.7695626E-001, 3.9851298E-019, 2.4418913E-002, 6.0968564E-014, 9.1610651E-005, 1.4971128E-004, 0.0000000E+000,-5.8100635E-005,-1.2093379E-015, 0.0000000E+000, 1.2596181E-001
 3.2280000E+003, 2.9399603E+002, 3.0026379E-001, 2.7514005E-001, 3.9851298E-019, 2.5123764E-002, 7.7319776E-014, 9.3620438E-005, 1.5299571E-004, 0.0000000E+000,-5.9375270E-005,-1.5277867E-015, 0.0000000E+000, 1.2715642E-001
 3.2400000E+003, 2.9499597E+002, 2.9912820E-001, 2.7328423E-001, 3.9851298E-019, 2.5843974E-002, 9.7966848E-014, 9.5646770E-005, 1.5630717E-004, 0.0000000E+000,-6.0660397E-005,-1.9283243E-015, 0.0000000E+000, 1.2834787E-001
 3.2520000E+003, 2.9599594E+002, 2.9796818E-001, 2.7138853E-001, 3.9851298E-019, 2.6579665E-002, 1.2401455E-013, 9.7688426E-005, 1.5964366E-004, 0.0000000E+000,-6.1955237E-005,-2.4316484E-015, 0.0000000E+000, 1.2953556E-001
 3.2640000E+003, 2.9699588E+002, 2.9678360E-001, 2.6945266E-001, 3.9851298E-019, 2.7330948E-002, 1.5684558E-013, 9.9744087E-005, 1.6300305E-004, 0.0000000E+000,-6.3258965E-005,-3.0635564E-015, 0.0000000E+000, 1.3071747E-001
 3.2760000E+003, 2.9799582E+002, 2.9557428E-001, 2.6747635E-001, 3.9851298E-019, 2.8097926E-002, 1.9818881E-013, 1.0181237E-004, 1.6638308E-004, 0.0000000E+000,-6.4570697E-005,-3.8561717E-015, 0.0000000E+000, 1.3189267E-001
 3.2880000E+003, 2.9899576E+002, 2.9434004E-001, 2.6545936E-001, 3.9851298E-019, 2.8880686E-002, 2.5020402E-013, 1.0389183E-004, 1.6978134E-004, 0.0000000E+000,-6.5889515E-005,-4.8494576E-015, 0.0000000E+000, 1.3306008E-001
 3.3000000E+003, 2.9999570E+002, 2.9308081E-001, 2.6340148E-001, 3.9851298E-019, 2.9679311E-002, 3.1558675E-013, 1.0598091E-004, 1.7319535E-004, 0.0000000E+000,-6.7214438E-005,-6.0930858E-015, 0.0000000E+000, 1.3421807E-001
 3.3120000E+003, 3.0099564E+002, 2.9179645E-001, 2.6130259E-001, 3.9851298E-019, 3.0493867E-002, 3.9769818E-013, 1.0807799E-004, 1.7662242E-004, 0.0000000E+000,-6.8544432E-005,-7.6487346E-015, 0.0000000E+000, 1.3536531E-001
 3.3240000E+003, 3.0199557E+002, 2.9048687E-001, 2.5916249E-001, 3.9851298E-019, 3.1324405E-002, 5.0072560E-013, 1.1018137E-004, 1.8005980E-004, 0.0000000E+000,-6.9878421E-005,-9.5929251E-015, 0.0000000E+000, 1.3650015E-001
 3.3360000E+003, 3.0299551E+002, 2.8915206E-001, 2.5698107E-001, 3.9851298E-019, 3.2170974E-002, 6.2988075E-013, 1.1228926E-004, 1.8350453E-004, 0.0000000E+000,-7.1215269E-005,-1.2020500E-014, 0.0000000E+000, 1.3762170E-001
 3.3480000E+003, 3.0399548E+002, 2.8779191E-001, 2.5475833E-001, 3.9851298E-019, 3.3033594E-002, 7.9164447E-013, 1.1439978E-004, 1.8695358E-004, 0.0000000E+000,-7.2553790E-005,-1.5048902E-014, 0.0000000E+000, 1.3872764E-001
 3.3600000E+003, 3.0499542E+002, 2.8640643E-001, 2.5249416E-001, 3.9851298E-019, 3.3912279E-002, 9.9406833E-013, 1.1651099E-004, 1.9040373E-004, 0.0000000E+000,-7.3892748E-005,-1.8823432E-014, 0.0000000E+000, 1.3981676E-001
 3.3720000E+003, 3.0599533E+002, 2.8499562E-001, 2.5018859E-001, 3.9851298E-019, 3.4807030E-002, 1.2471464E-012, 1.1862084E-004, 1.9385168E-004, 0.0000000E+000,-7.5230841E-005,-2.3523680E-014, 0.0000000E+000, 1.4088748E-001
 3.3840000E+003, 3.0699527E+002, 2.8355953E-001, 2.4784170E-001, 3.9851298E-019, 3.5717823E-002, 1.5632724E-012, 1.2072721E-004, 1.9729394E-004, 0.0000000E+000,-7.6566728E-005,-2.9371423E-014, 0.0000000E+000, 1.4193799E-001
 3.3960000E+003, 3.0799521E+002, 2.8209817E-001, 2.4545355E-001, 3.9851298E-019, 3.6644630E-002, 1.9578022E-012, 1.2282790E-004, 2.0072691E-004, 0.0000000E+000,-7.7899007E-005,-3.6640277E-014, 0.0000000E+000, 1.4296599E-001
 3.4080000E+003, 3.0899515E+002, 2.8061166E-001, 2.4302427E-001, 3.9851298E-019, 3.7587393E-002, 2.4497437E-012, 1.2492061E-004, 2.0414684E-004, 0.0000000E+000,-7.9226229E-005,-4.5667507E-014, 0.0000000E+000, 1.4397098E-001
