s,C,g/g,g/g,g/g,g/g,g/g,1/s,1/s,1/s,1/s,1/s,W/g,W/g
Time,Temp,Total Mass,vegetation Mass,MOISTURE Mass,CHAR Mass,ASH Mass,Total MLR,vegetation MLR,MOISTURE MLR,CHAR MLR,ASH MLR,MCC,DSC
 1.0680000E+003, 1.1399099E+002, 9.3369597E-001, 3.3985770E-001, 5.9383047E-001, 7.8437051E-006, 0.0000000E+000, 4.7982635E-004, 1.1045417E-007, 4.7975878E-004,-4.2865555E-008, 0.0000000E+000, 0.0000000E+000, 1.3638443E+000
 1.0800000E+003, 1.1499035E+002, 9.2771214E-001, 3.3985633E-001, 5.8784747E-001, 8.3739687E-006, 0.0000000E+000, 5.1782042E-004, 1.1733010E-007, 5.1774859E-004,-4.5533998E-008, 0.0000000E+000, 0.0000000E+000, 1.4487044E+000
 1.0920000E+003, 1.1598966E+002, 9.2125893E-001, 3.3985487E-001, 5.8139509E-001, 8.9371524E-006, 0.0000000E+000, 5.5806455E-004, 1.2459500E-007, 5.5798830E-004,-4.8353392E-008, 0.0000000E+000, 0.0000000E+000, 1.5384303E+000
 1.1040000E+003, 1.1698892E+002, 9.1430908E-001, 3.3985332E-001, 5.7444626E-001, 9.5351133E-006, 0.0000000E+000, 6.0057617E-004, 1.3226857E-007, 6.0049526E-004,-5.1331387E-008, 0.0000000E+000, 0.0000000E+000, 1.6330373E+000
 1.1160000E+003, 1.1798813E+002, 9.0683556E-001, 3.3985168E-001, 5.6697375E-001, 1.0169802E-005, 0.0000000E+000, 6.4535061E-004, 1.4037136E-007, 6.4526469E-004,-5.4475951E-008, 0.0000000E+000, 0.0000000E+000, 1.7324897E+000
 1.1280000E+003, 1.1898727E+002, 8.9881128E-001, 3.3984995E-001, 5.5895048E-001, 1.0843269E-005, 0.0000000E+000, 6.9235690E-004, 1.4892481E-007, 6.9226575E-004,-5.7795418E-008, 0.0000000E+000, 0.0000000E+000, 1.8366913E+000
 1.1400000E+003, 1.1998635E+002, 8.9020985E-001, 3.3984810E-001, 5.5035019E-001, 1.1557661E-005, 0.0000000E+000, 7.4153359E-004, 1.5795133E-007, 7.4143690E-004,-6.1298472E-008, 0.0000000E+000, 0.0000000E+000, 1.9454758E+000
 1.1520000E+003, 1.2098537E+002, 8.8100570E-001, 3.3984616E-001, 5.4114723E-001, 1.2315239E-005, 0.0000000E+000, 7.9278363E-004, 1.6747428E-007, 7.9268112E-004,-6.4994182E-008, 0.0000000E+000, 0.0000000E+000, 2.0585966E+000
 1.1640000E+003, 1.2198431E+002, 8.7117475E-001, 3.3984411E-001, 5.3131753E-001, 1.3118368E-005, 0.0000000E+000, 8.4596960E-004, 1.7751803E-007, 8.4586092E-004,-6.8892007E-008, 0.0000000E+000, 0.0000000E+000, 2.1757150E+000
 1.1760000E+003, 1.2298318E+002, 8.6069489E-001, 3.3984190E-001, 5.2083898E-001, 1.3969534E-005, 0.0000000E+000, 9.0090820E-004, 1.8810799E-007, 9.0079306E-004,-7.3001800E-008, 0.0000000E+000, 0.0000000E+000, 2.2963893E+000
 1.1880000E+003, 1.2398198E+002, 8.4954631E-001, 3.3983958E-001, 5.0969189E-001, 1.4871343E-005, 0.0000000E+000, 9.5736521E-004, 1.9927063E-007, 9.5724332E-004,-7.7333851E-008, 0.0000000E+000, 0.0000000E+000, 2.4200635E+000
 1.2000000E+003, 1.2498070E+002, 8.3771265E-001, 3.3983710E-001, 4.9785969E-001, 1.5826523E-005, 0.0000000E+000, 1.0150502E-003, 2.1103358E-007, 1.0149210E-003,-8.1898868E-008, 0.0000000E+000, 0.0000000E+000, 2.5460556E+000
 1.2120000E+003, 1.2597933E+002, 8.2518101E-001, 3.3983451E-001, 4.8532969E-001, 1.6837937E-005, 1.4420852E-038, 1.0736113E-003, 2.2342559E-007, 1.0734745E-003,-8.6708020E-008, 0.0000000E+000, 0.0000000E+000, 2.6735473E+000
 1.2240000E+003, 1.2697787E+002, 8.1194353E-001, 3.3983174E-001, 4.7209385E-001, 1.7908587E-005, 2.3278058E-038, 1.1326313E-003, 2.3647665E-007, 1.1324866E-003,-9.1772932E-008, 0.0000000E+000, 0.0000000E+000, 2.8015757E+000
 1.2360000E+003, 1.2797633E+002, 7.9799742E-001, 3.3982882E-001, 4.5814952E-001, 1.9041612E-005, 3.7485317E-038, 1.1916236E-003, 2.5021797E-007, 1.1914705E-003,-9.7105726E-008, 0.0000000E+000, 0.0000000E+000, 2.9290252E+000
 1.2480000E+003, 1.2897472E+002, 7.8334630E-001, 3.3982575E-001, 4.4350031E-001, 2.0240301E-005, 6.0220134E-038, 1.2500300E-003, 2.6468209E-007, 1.2498681E-003,-1.0271903E-007, 0.0000000E+000, 0.0000000E+000, 3.0546224E+000
 1.2600000E+003, 1.2997299E+002, 7.6800096E-001, 3.3982247E-001, 4.2815697E-001, 2.1508100E-005, 9.6515228E-038, 1.3072194E-003, 2.7990285E-007, 1.3070481E-003,-1.0862596E-007, 0.0000000E+000, 0.0000000E+000, 3.1769371E+000
 1.2720000E+003, 1.3097119E+002, 7.5198013E-001, 3.3981901E-001, 4.1213828E-001, 2.2848613E-005, 1.5432312E-037, 1.3624893E-003, 2.9591550E-007, 1.3623083E-003,-1.1484023E-007, 0.0000000E+000, 0.0000000E+000, 3.2943828E+000
 1.2840000E+003, 1.3196930E+002, 7.3531145E-001, 3.3981538E-001, 3.9547181E-001, 2.4265615E-005, 2.4618117E-037, 1.4150687E-003, 3.1275678E-007, 1.4148774E-003,-1.2137608E-007, 0.0000000E+000, 0.0000000E+000, 3.4052281E+000
 1.2960000E+003, 1.3296733E+002, 7.1803206E-001, 3.3981150E-001, 3.7819481E-001, 2.5763053E-005, 3.9180969E-037, 1.4641245E-003, 3.3046496E-007, 1.4639223E-003,-1.2824835E-007,-1.5132710E-038, 0.0000000E+000, 3.5076108E+000
 1.3080000E+003, 1.3396529E+002, 7.0018965E-001, 3.3980742E-001, 3.6035484E-001, 2.7345053E-005, 6.2215697E-037, 1.5087714E-003, 3.4907984E-007, 1.5085579E-003,-1.3547249E-007,-2.3911006E-038, 0.0000000E+000, 3.5995603E+000
 1.3200000E+003, 1.3496318E+002, 6.8184251E-001, 3.3980313E-001, 3.4201035E-001, 2.9015937E-005, 9.8568329E-037, 1.5480850E-003, 3.6864290E-007, 1.5478594E-003,-1.4306461E-007,-3.7696344E-038, 0.0000000E+000, 3.6790295E+000
 1.3320000E+003, 1.3596101E+002, 6.6306037E-001, 3.3979857E-001, 3.2323098E-001, 3.0780218E-005, 1.5581026E-036, 1.5811190E-003, 3.8919740E-007, 1.5808808E-003,-1.5104149E-007,-5.9296679E-038, 0.0000000E+000, 3.7439351E+000
 1.3440000E+003, 1.3695883E+002, 6.4392424E-001, 3.3979377E-001, 3.0409783E-001, 3.2642623E-005, 2.4574508E-036, 1.6069276E-003, 4.1078837E-007, 1.6066763E-003,-1.5942062E-007,-9.3068218E-038, 0.0000000E+000, 3.7922058E+000
 1.3560000E+003, 1.3795662E+002, 6.2452650E-001, 3.3978871E-001, 2.8470314E-001, 3.4608081E-005, 3.8673477E-036, 1.6245914E-003, 4.3346290E-007, 1.6243261E-003,-1.6822025E-007,-1.4575489E-037, 0.0000000E+000, 3.8218436E+000
 1.3680000E+003, 1.3895444E+002, 6.0496998E-001, 3.3978337E-001, 2.6514995E-001, 3.6681755E-005, 6.0728310E-036, 1.6332472E-003, 4.5726998E-007, 1.6329674E-003,-1.7745941E-007,-2.2777564E-037, 0.0000000E+000, 3.8309896E+000
 1.3800000E+003, 1.3995230E+002, 5.8536768E-001, 3.3977774E-001, 2.4555106E-001, 3.8869039E-005, 9.5154553E-036, 1.6321226E-003, 4.8226087E-007, 1.6318274E-003,-1.8715799E-007,-3.5519470E-037, 0.0000000E+000, 3.8180003E+000
 1.3920000E+003, 1.4095026E+002, 5.6584090E-001, 3.3977181E-001, 2.2602791E-001, 4.1175565E-005, 1.4877838E-035, 1.6205716E-003, 5.0848922E-007, 1.6202604E-003,-1.9733679E-007,-5.5273175E-037, 0.0000000E+000, 3.7815285E+000
 1.4040000E+003, 1.4194835E+002, 5.4651779E-001, 3.3976552E-001, 2.0670867E-001, 4.3607230E-005, 2.3213169E-035, 1.5981136E-003, 5.3601087E-007, 1.5977856E-003,-2.0801754E-007,-8.5835320E-037, 0.0000000E+000, 3.7206063E+000
 1.4160000E+003, 1.4294666E+002, 5.2753127E-001, 3.3975893E-001, 1.8772614E-001, 4.6170189E-005, 3.6143220E-035, 1.5644699E-003, 5.6488460E-007, 1.5641241E-003,-2.1922298E-007,-1.3302625E-036, 0.0000000E+000, 3.6347272E+000
 1.4280000E+003, 1.4394521E+002, 5.0901592E-001, 3.3975196E-001, 1.6921507E-001, 4.8870887E-005, 5.6160568E-035, 1.5195992E-003, 5.9517174E-007, 1.5192350E-003,-2.3097695E-007,-2.0575268E-036, 0.0000000E+000, 3.5239215E+000
 1.4400000E+003, 1.4494411E+002, 4.9110544E-001, 3.3974463E-001, 1.5130910E-001, 5.1716048E-005, 8.7089111E-035, 1.4637280E-003, 6.2693658E-007, 1.4633444E-003,-2.4330438E-007,-3.1762060E-036, 0.0000000E+000, 3.3888202E+000
 1.4520000E+003, 1.4594342E+002, 4.7392908E-001, 3.3973691E-001, 1.3413744E-001, 5.4712709E-005, 1.3478462E-034, 1.3973728E-003, 6.6024637E-007, 1.3969687E-003,-2.5623140E-007,-4.8937902E-036, 0.0000000E+000, 3.2307019E+000
 1.4640000E+003, 1.4694322E+002, 4.5760795E-001, 3.3972877E-001, 1.1782131E-001, 5.7868234E-005, 2.0819867E-034, 1.3213520E-003, 6.9517142E-007, 1.3209266E-003,-2.6978529E-007,-7.5261736E-036, 0.0000000E+000, 3.0515144E+000
 1.4760000E+003, 1.4794360E+002, 4.4225168E-001, 3.3972022E-001, 1.0247028E-001, 6.1190309E-005, 3.2099185E-034, 1.2367856E-003, 7.3178495E-007, 1.2363378E-003,-2.8399444E-007,-1.1553484E-035, 0.0000000E+000, 2.8538687E+000
 1.4880000E+003, 1.4894460E+002, 4.2795464E-001, 3.3971122E-001, 8.8178739E-002, 6.4686974E-005, 4.9397551E-034, 1.1450786E-003, 7.7016307E-007, 1.1446073E-003,-2.9888838E-007,-1.7704233E-035, 0.0000000E+000, 2.6409986E+000
 1.5000000E+003, 1.4994627E+002, 4.1479275E-001, 3.3970174E-001, 7.5022660E-002, 6.8366637E-005, 7.5880098E-034, 1.0478891E-003, 8.1038428E-007, 1.0473932E-003,-3.1449761E-007,-2.7081892E-035, 0.0000000E+000, 2.4166832E+000
 1.5120000E+003, 1.5094862E+002, 4.0282083E-001, 3.3969176E-001, 6.3056841E-002, 7.2238057E-005, 1.1635231E-033, 9.4707834E-004, 8.5252918E-007, 9.4655668E-004,-3.3085340E-007,-4.1354818E-035, 0.0000000E+000, 2.1851335E+000
 1.5240000E+003, 1.5195164E+002, 3.9207041E-001, 3.3968127E-001, 5.2312855E-002, 7.6310389E-005, 1.7809718E-033, 8.4464584E-004, 8.9667986E-007, 8.4409717E-004,-3.4798759E-007,-6.3040551E-035, 0.0000000E+000, 1.9508438E+000
 1.5360000E+003, 1.5295528E+002, 3.8254863E-001, 3.3967024E-001, 4.2797823E-002, 8.0593163E-005, 2.7213220E-033, 7.4264995E-004, 9.4291948E-007, 7.4207294E-004,-3.6593249E-007,-9.5930217E-035, 0.0000000E+000, 1.7184128E+000
 1.5480000E+003, 1.5395938E+002, 3.7423798E-001, 3.3965862E-001, 3.4494270E-002, 8.5096312E-005, 4.1509207E-033, 6.4311904E-004, 9.9133172E-007, 6.4251240E-004,-3.8472052E-007,-1.4572042E-034, 0.0000000E+000, 1.4923457E+000
 1.5600000E+003, 1.5496384E+002, 3.6709729E-001, 3.3964643E-001, 2.7361020E-002, 8.9830144E-005, 6.3204186E-033, 5.4795796E-004, 1.0420006E-006, 5.4732035E-004,-4.0438434E-007,-2.2095157E-034, 0.0000000E+000, 1.2768471E+000
 1.5720000E+003, 1.5596846E+002, 3.6106366E-001, 3.3963361E-001, 2.1335248E-002, 9.4805364E-005, 9.6067011E-033, 4.5885667E-004, 1.0950108E-006, 4.5818661E-004,-4.2495677E-007,-3.3439793E-034, 0.0000000E+000, 1.0756195E+000
 1.5840000E+003, 1.5697308E+002, 3.5605574E-001, 3.3962014E-001, 1.6335554E-002, 1.0003307E-004, 1.4575232E-032, 3.7720834E-004, 1.1504479E-006, 3.7650435E-004,-4.4647106E-007,-5.0512255E-034, 0.0000000E+000, 8.9168578E-001
 1.5960000E+003, 1.5797751E+002, 3.5197744E-001, 3.3960599E-001, 1.2265940E-002, 1.0552478E-004, 2.2072554E-032, 3.0404486E-004, 1.2083998E-006, 3.0330542E-004,-4.6896130E-007,-7.6150889E-034, 0.0000000E+000, 7.2725046E-001
 1.6080000E+003, 1.5898160E+002, 3.4872282E-001, 3.3959112E-001, 9.0204086E-003, 1.1129241E-004, 3.3363227E-032, 2.3999630E-004, 1.2689574E-006, 2.3921981E-004,-4.9246273E-007,-1.1457264E-033, 0.0000000E+000, 5.8361572E-001
 1.6200000E+003, 1.5998524E+002, 3.4618077E-001, 3.3957553E-001, 6.4878897E-003, 1.1734832E-004, 5.0332170E-032, 1.8527944E-004, 1.3322154E-006, 1.8446422E-004,-5.1701221E-007,-1.7202970E-033, 0.0000000E+000, 4.6116200E-001
 1.6320000E+003, 1.6098837E+002, 3.4423995E-001, 3.3955914E-001, 4.5571132E-003, 1.2370531E-004, 7.5783092E-032, 1.3971709E-004, 1.3982743E-006, 1.3886146E-004,-5.4264865E-007,-2.5777349E-033, 0.0000000E+000, 3.5939687E-001
 1.6440000E+003, 1.6199097E+002, 3.4279341E-001, 3.3954194E-001, 3.1210731E-003, 1.3037666E-004, 1.1387788E-031, 1.0278630E-004, 1.4672399E-006, 1.0188846E-004,-5.6941315E-007,-3.8546781E-033, 0.0000000E+000, 2.7706739E-001
 1.6560000E+003, 1.6299304E+002, 3.4174204E-001, 3.3952391E-001, 2.0807660E-003, 1.3737618E-004, 1.7078243E-031, 7.3689909E-005, 1.5392239E-006, 7.2748036E-005,-5.9734901E-007,-5.7525648E-033, 0.0000000E+000, 2.1232310E-001
 1.6680000E+003, 1.6399464E+002, 3.4099770E-001, 3.3950499E-001, 1.3479743E-003, 1.4471819E-004, 2.5561416E-031, 5.1443134E-005, 1.6143443E-006, 5.0455292E-005,-6.2650207E-007,-8.5678374E-033, 0.0000000E+000, 1.6291061E-001
 1.6800000E+003, 1.6499583E+002, 3.4048453E-001, 3.3948514E-001, 8.4696623E-004, 1.5241758E-004, 3.8183016E-031, 3.4964854E-005, 1.6927243E-006, 3.3929049E-005,-6.5692012E-007,-1.2735988E-032, 0.0000000E+000, 1.2637754E-001
 1.6920000E+003, 1.6599670E+002, 3.4013996E-001, 3.3946437E-001, 5.1512738E-004, 1.6048983E-004, 5.6925665E-031, 2.3163710E-005, 1.7744924E-006, 2.2077871E-005,-6.8865307E-007,-1.8895669E-032, 0.0000000E+000, 1.0026299E-001
 1.7040000E+003, 1.6699730E+002, 3.3991414E-001, 3.3944255E-001, 3.0263048E-004, 1.6895104E-004, 8.4705173E-031, 1.5010440E-005, 1.8597823E-006, 1.3872411E-005,-7.2175277E-007,-2.7981853E-032, 0.0000000E+000, 8.2256623E-002
 1.7160000E+003, 1.6799768E+002, 3.3976889E-001, 3.3941969E-001, 1.7135251E-004, 1.7781791E-004, 1.2580227E-030, 9.5907153E-006, 1.9487320E-006, 8.3982559E-006,-7.5627270E-007,-4.1360941E-032, 0.0000000E+000, 7.0313528E-002
 1.7280000E+003, 1.6899794E+002, 3.3967617E-001, 3.3939576E-001, 9.3286755E-005, 1.8710784E-004, 1.8649056E-030, 6.1362261E-006, 2.0414834E-006, 4.8870111E-006,-7.9226817E-007,-6.1026400E-032, 0.0000000E+000, 6.2720634E-002
 1.7400000E+003, 1.6999809E+002, 3.3961624E-001, 3.3937070E-001, 4.8709269E-005, 1.9683885E-004, 2.7594845E-030, 4.0350237E-006, 2.1381829E-006, 2.7266367E-006,-8.2979574E-007,-8.9881513E-032, 0.0000000E+000, 5.8117114E-002
 1.7520000E+003, 1.7099818E+002, 3.3957580E-001, 3.3934444E-001, 2.4328267E-005, 2.0702969E-004, 4.0758102E-030, 2.8248180E-006, 2.2389811E-006, 1.4547509E-006,-8.6891396E-007,-1.3214735E-031, 0.0000000E+000, 5.5477470E-002
 1.7640000E+003, 1.7199823E+002, 3.3954623E-001, 3.3931693E-001, 1.1590341E-005, 2.1769978E-004, 6.0093287E-030, 2.1744772E-006, 2.3440321E-006, 7.4012786E-007,-9.0968257E-007,-1.9395038E-031, 0.0000000E+000, 5.4068349E-002
 1.7760000E+003, 1.7299826E+002, 3.3952227E-001, 3.3928815E-001, 5.2513733E-006, 2.2886934E-004, 8.8445158E-030, 1.8593362E-006, 2.4534945E-006, 3.5800494E-007,-9.5216330E-007,-2.8416751E-031, 0.0000000E+000, 5.3393245E-002
 1.7880000E+003, 1.7399828E+002, 3.3950084E-001, 3.3925804E-001, 2.2556501E-006, 2.4055924E-004, 1.2994726E-029, 1.7352346E-006, 2.5675320E-006, 1.6412220E-007,-9.9641943E-007,-4.1563900E-031, 0.0000000E+000, 5.3134222E-002
 1.8000000E+003, 1.7499828E+002, 3.3948022E-001, 3.3922651E-001, 9.1547020E-007, 2.5279121E-004, 1.9059576E-029, 1.7148670E-006, 2.6863120E-006, 7.1071284E-008,-1.0425161E-006,-6.0690698E-031, 0.0000000E+000, 5.3099196E-002
 1.8120000E+003, 1.7599828E+002, 3.3945948E-001, 3.3919355E-001, 3.4983097E-007, 2.6558773E-004, 2.7907408E-029, 1.7484563E-006, 2.8100073E-006, 2.8969332E-008,-1.0905204E-006,-8.8470282E-031, 0.0000000E+000, 5.3178526E-002
 1.8240000E+003, 1.7699828E+002, 3.3943814E-001, 3.3915904E-001, 1.2539901E-007, 2.7897209E-004, 4.0793646E-029, 1.8093681E-006, 2.9387959E-006, 1.1073414E-008,-1.1405012E-006,-1.2875001E-030, 0.0000000E+000, 5.3313408E-002
 1.8360000E+003, 1.7799828E+002, 3.3941600E-001, 3.3912298E-001, 4.1999083E-008, 2.9296847E-004, 5.9530320E-029, 1.8842848E-006, 3.0728609E-006, 3.9537777E-009,-1.1925298E-006,-1.8705813E-030, 0.0000000E+000, 5.3474464E-002
 1.8480000E+003, 1.7899828E+002, 3.3939290E-001, 3.3908528E-001, 1.3088392E-008, 3.0760182E-004, 8.6728580E-029, 1.9670247E-006, 3.2123905E-006, 1.3131747E-009,-1.2466791E-006,-2.7132526E-030, 0.0000000E+000, 5.3648219E-002
 1.8600000E+003, 1.7999828E+002, 3.3936876E-001, 3.3904585E-001, 3.7785264E-009, 3.2289809E-004, 1.2614496E-028, 2.0549585E-006, 3.3575791E-006, 4.0392628E-010,-1.3030245E-006,-3.9290987E-030, 0.0000000E+000, 5.3828698E-002
 1.8720000E+003, 1.8099826E+002, 3.3934355E-001, 3.3900467E-001, 1.0058425E-009, 3.3888407E-004, 1.8317503E-028, 2.1470973E-006, 3.5086264E-006, 1.1453378E-010,-1.3616437E-006,-5.6805379E-030, 0.0000000E+000, 5.4013487E-002
 1.8840000E+003, 1.8199826E+002, 3.3931723E-001, 3.3896163E-001, 2.4568447E-010, 3.5558754E-004, 2.6555613E-028, 2.2431516E-006, 3.6657379E-006, 2.9791114E-011,-1.4226163E-006,-8.1994429E-030, 0.0000000E+000, 5.4201517E-002
 1.8960000E+003, 1.8299826E+002, 3.3928970E-001, 3.3891666E-001, 5.4779244E-011, 3.7303724E-004, 3.8436586E-028, 2.3431080E-006, 3.8291255E-006, 7.0715213E-012,-1.4860243E-006,-1.1816320E-029, 0.0000000E+000, 5.4393530E-002
 1.9080000E+003, 1.8399826E+002, 3.3926097E-001, 3.3886972E-001, 1.1088450E-011, 3.9126287E-004, 5.5543906E-028, 2.4470551E-006, 3.9990059E-006, 1.5234867E-012,-1.5519524E-006,-1.7001515E-029, 0.0000000E+000, 5.4588202E-002
 1.9200000E+003, 1.8499826E+002, 3.3923095E-001, 3.3882067E-001, 2.0259903E-012, 4.1029521E-004, 8.0137497E-028, 2.5551169E-006, 4.1756039E-006, 2.9618311E-013,-1.6204873E-006,-2.4423341E-029, 0.0000000E+000, 5.4786656E-002
 1.9320000E+003, 1.8599825E+002, 3.3919963E-001, 3.3876947E-001, 3.3210338E-013, 4.3016605E-004, 1.1543764E-027, 2.6674309E-006, 4.3591494E-006, 5.1645960E-014,-1.6917185E-006,-3.5029906E-029, 0.0000000E+000, 5.4989077E-002
 1.9440000E+003, 1.8699825E+002, 3.3916691E-001, 3.3871600E-001, 4.8527991E-014, 4.5090832E-004, 1.6602591E-027, 2.7841411E-006, 4.5498787E-006, 8.0256719E-015,-1.7657376E-006,-5.0164183E-029, 0.0000000E+000, 5.5194598E-002
 1.9560000E+003, 1.8799825E+002, 3.3913279E-001, 3.3866024E-001, 6.2785114E-015, 4.7255604E-004, 2.3841056E-027, 2.9053961E-006, 4.7480348E-006, 1.1039734E-015,-1.8426390E-006,-7.1725531E-029, 0.0000000E+000, 5.5403844E-002
 1.9680000E+003, 1.8899825E+002, 3.3909717E-001, 3.3860204E-001, 7.1411791E-016, 4.9514434E-004, 3.4182252E-027, 3.0313486E-006, 4.9538685E-006, 1.3346652E-016,-1.9225197E-006,-1.0239610E-028, 0.0000000E+000, 5.5616945E-002
 1.9800000E+003, 1.8999823E+002, 3.3906001E-001, 3.3854130E-001, 7.0871035E-017, 5.1870965E-004, 4.8933443E-027, 3.1621560E-006, 5.1676352E-006, 1.4075383E-017,-2.0054792E-006,-1.4595766E-028, 0.0000000E+000, 5.5834267E-002
 1.9920000E+003, 1.9099823E+002, 3.3902127E-001, 3.3847797E-001, 6.0885688E-018, 5.4328941E-004, 6.9943127E-027, 3.2979792E-006, 5.3895992E-006, 1.2846510E-018,-2.0916202E-006,-2.0773444E-028, 0.0000000E+000, 5.6055486E-002
 2.0040000E+003, 1.9199823E+002, 3.3898085E-001, 3.3841193E-001, 4.4904291E-019, 5.6892255E-004, 9.9821180E-027, 3.4389839E-006, 5.6200311E-006, 1.0062981E-019,-2.1810472E-006,-2.9521092E-028, 0.0000000E+000, 5.6281149E-002
 2.0160000E+003, 1.9299823E+002, 3.3893871E-001, 3.3834305E-001, 4.0233931E-019, 5.9564906E-004, 1.4224697E-026, 3.5853404E-006, 5.8592086E-006, 0.0000000E+000,-2.2738684E-006,-4.1889275E-028, 0.0000000E+000, 5.6510843E-002
 2.0280000E+003, 1.9399821E+002, 3.3889478E-001, 3.3827126E-001, 4.0233931E-019, 6.2351034E-004, 2.0239980E-026, 3.7372226E-006, 6.1074165E-006, 0.0000000E+000,-2.3701941E-006,-5.9350425E-028, 0.0000000E+000, 5.6745045E-002
 2.0400000E+003, 1.9499821E+002, 3.3884898E-001, 3.3819643E-001, 4.0233931E-019, 6.5254915E-004, 2.8755971E-026, 3.8948101E-006, 6.3649481E-006, 0.0000000E+000,-2.4701378E-006,-8.3965240E-028, 0.0000000E+000, 5.6984130E-002
 2.0520000E+003, 1.9599821E+002, 3.3880126E-001, 3.3811846E-001, 4.0233931E-019, 6.8280962E-004, 4.0794438E-026, 4.0582859E-006, 6.6321022E-006, 0.0000000E+000,-2.5738163E-006,-1.1861346E-027, 0.0000000E+000, 5.7227526E-002
 2.0640000E+003, 1.9699820E+002, 3.3875155E-001, 3.3803722E-001, 4.0233931E-019, 7.1433722E-004, 5.7787365E-026, 4.2278384E-006, 6.9091875E-006, 0.0000000E+000,-2.6813489E-006,-1.6731358E-027, 0.0000000E+000, 5.7475965E-002
 2.0760000E+003, 1.9799820E+002, 3.3869979E-001, 3.3795258E-001, 4.0233931E-019, 7.4717897E-004, 8.1738716E-026, 4.4036610E-006, 7.1965183E-006, 0.0000000E+000,-2.7928575E-006,-2.3566501E-027, 0.0000000E+000, 5.7729337E-002
 2.0880000E+003, 1.9899820E+002, 3.3864585E-001, 3.3786446E-001, 4.0233931E-019, 7.8138337E-004, 1.1544887E-025, 4.5859506E-006, 7.4944187E-006, 0.0000000E+000,-2.9084681E-006,-3.3145890E-027, 0.0000000E+000, 5.7988077E-002
 2.1000000E+003, 1.9999818E+002, 3.3858970E-001, 3.3777270E-001, 4.0233931E-019, 8.1700028E-004, 1.6282553E-025, 4.7749104E-006, 7.8032190E-006, 0.0000000E+000,-3.0283088E-006,-4.6552049E-027, 0.0000000E+000, 5.8251824E-002
 2.1120000E+003, 2.0099818E+002, 3.3853123E-001, 3.3767712E-001, 4.0233931E-019, 8.5408142E-004, 2.2931373E-025, 4.9707478E-006, 8.1232592E-006, 0.0000000E+000,-3.1525115E-006,-6.5286945E-027, 0.0000000E+000, 5.8521040E-002
 2.1240000E+003, 2.0199818E+002, 3.3847037E-001, 3.3757767E-001, 4.0233931E-019, 8.9267985E-004, 3.2249001E-025, 5.1736756E-006, 8.4548865E-006, 0.0000000E+000,-3.2812106E-006,-9.1431560E-027, 0.0000000E+000, 5.8795646E-002
 2.1360000E+003, 2.0299817E+002, 3.3840701E-001, 3.3747417E-001, 4.0233931E-019, 9.3285035E-004, 4.5288184E-025, 5.3839108E-006, 8.7984554E-006, 0.0000000E+000,-3.4145444E-006,-1.2786507E-026, 0.0000000E+000, 5.9076283E-002
 2.1480000E+003, 2.0399817E+002, 3.3834112E-001, 3.3736646E-001, 4.0233931E-019, 9.7464933E-004, 6.3509658E-025, 5.6016761E-006, 9.1543307E-006, 0.0000000E+000,-3.5526541E-006,-1.7856546E-026, 0.0000000E+000, 5.9362661E-002
 2.1600000E+003, 2.0499817E+002, 3.3827254E-001, 3.3725441E-001, 4.0233931E-019, 1.0181351E-003, 8.8937441E-025, 5.8271999E-006, 9.5228834E-006, 0.0000000E+000,-3.6956840E-006,-2.4902131E-026, 0.0000000E+000, 5.9654955E-002
 2.1720000E+003, 2.0599815E+002, 3.3820122E-001, 3.3713785E-001, 4.0233931E-019, 1.0633675E-003, 1.2437215E-024, 6.0607140E-006, 9.9044955E-006, 0.0000000E+000,-3.8437815E-006,-3.4679493E-026, 0.0000000E+000, 5.9953436E-002
 2.1840000E+003, 2.0699815E+002, 3.3812705E-001, 3.3701664E-001, 4.0233931E-019, 1.1104082E-003, 1.7368368E-024, 6.3024577E-006, 1.0299556E-005, 0.0000000E+000,-3.9970982E-006,-4.8229165E-026, 0.0000000E+000, 6.0258418E-002
 2.1960000E+003, 2.0799814E+002, 3.3804992E-001, 3.3689061E-001, 4.0233931E-019, 1.1593209E-003, 2.4221211E-024, 6.5526733E-006, 1.0708462E-005, 0.0000000E+000,-4.1557887E-006,-6.6980928E-026, 0.0000000E+000, 6.0569633E-002
 2.2080000E+003, 2.0899814E+002, 3.3796975E-001, 3.3675957E-001, 4.0233931E-019, 1.2101709E-003, 3.3731629E-024, 6.8116105E-006, 1.1131620E-005, 0.0000000E+000,-4.3200098E-006,-9.2896772E-026, 0.0000000E+000, 6.0887650E-002
 2.2200000E+003, 2.0999812E+002, 3.3788642E-001, 3.3662337E-001, 4.0233931E-019, 1.2630256E-003, 4.6912323E-024, 7.0795231E-006, 1.1569447E-005, 0.0000000E+000,-4.4899234E-006,-1.2866533E-025, 0.0000000E+000, 6.1212324E-002
 2.2320000E+003, 2.1099812E+002, 3.3779979E-001, 3.3648184E-001, 4.0233931E-019, 1.3179543E-003, 6.5155075E-024, 7.3566698E-006, 1.2022363E-005, 0.0000000E+000,-4.6656933E-006,-1.7796622E-025, 0.0000000E+000, 6.1544187E-002
